,Instance_ID,Hardship,Justify,Oct_7_Attack,Conflict_Year,Date,Source,Article_ID,Entity,Side,Civilian_Status,Location,Phrases
761,IG_Hard_762 ID_Past Conflicts_NYT_93,Other Hardship,"The most severe hardship in Ben-Ami Kadish's story is his legal trouble and public exposure due to pleading guilty to spying for Israel during the 1980s. There is no mention of casualties, imprisonment, or other more severe hardships in his narrative.",No,2008,31 December 2008,NYT,ID_Past Conflicts_NYT_93,"Ben-Ami Kadish, 85, a former Army engineer in New Jersey",Israel,Military,Other,"{'Ben-Ami Kadish, 85, a former Army engineer in New Jersey, pleaded guilty on Tuesday to spying for Israel during the 1980s'}"
762,IG_Hard_763 ID_Past Conflicts_NYT_99,Casualties,Ehab Madhoun was killed by shrapnel wounds after an ambulance he was in was hit by a missile. His story also includes the death of the ambulance driver and references to many casualties brought to the hospital due to Israeli airstrikes.,No,2008,31 December 2008,NYT,ID_Past Conflicts_NYT_99,Ehab Madhoun,Palestine,Civilian,Gaza,"{'his good friend Ehab Madhoun, 32, who had just died, his shrapnel-pitted body wrapped in a white shroud'}"
763,IG_Hard_764 ID_Past Conflicts_NYT_99,Casualties,"Ismael suffered severe brain damage and two broken legs from an attack, and ultimately died from his injuries. Additionally, his two sisters, Lama and Hayya, were also killed in the same incident. The deaths of Ismael and his sisters constitute the most severe hardship: casualties.",No,2008,31 December 2008,NYT,ID_Past Conflicts_NYT_99,Ismael,Palestine,Civilian,Gaza,{'Ismael died Wednesday night.'}
764,IG_Hard_765 ID_Past Conflicts_NYT_99,Casualties,"Ismael Hamdan suffered severe brain damage and two broken legs, and later died. Additionally, his two sisters, Lama and Hayya, were killed in the same incident. The most severe hardship in Ismael's story is the death of children, which constitutes casualties.",No,2008,31 December 2008,NYT,ID_Past Conflicts_NYT_99,Ismael Hamdan,Palestine,Civilian,Gaza,"{'Among them was Ismael Hamdan, 8, who had severe brain damage as well as two broken legs'}"
765,IG_Hard_766 ID_Past Conflicts_NYT_99,Casualties,"Mahmoud al-Sheik was wounded by a rocket, and his story also describes the destruction of homes and injuries to others, which are casualties. This is the most severe hardship in his narrative.",No,2008,31 December 2008,NYT,ID_Past Conflicts_NYT_99,Mahmoud al-Sheik,Palestine,Civilian,Gaza,"{'Mahmoud al-Sheik, 11, was recovering from wounds he received two days before'}"
766,IG_Hard_767 ID_Past Conflicts_NYT_99,Casualties,"Muhammad Abu Hasira was killed instantly when a missile hit the ambulance he was driving, which is the most severe hardship described in his story.",No,2008,31 December 2008,NYT,ID_Past Conflicts_NYT_99,Muhammad Abu Hasira,Palestine,Civilian,Gaza,"{'The driver, Muhammad Abu Hasira, died instantly.'}"
767,IG_Hard_768 ID_Past Conflicts_NYT_99,Casualties,"Rawya Awad is described as a patient in the intensive care ward with a shrapnel wound to the head, indicating she is a casualty of the ongoing airstrikes. This is the most severe hardship in her story.",No,2008,31 December 2008,NYT,ID_Past Conflicts_NYT_99,Rawya Awad,Palestine,Civilian,Gaza,"{'One was a pharmacist, Rawya Awad, 32, who had a shrapnel wound to the head.'}"
768,IG_Hard_769 ID_Past Conflicts_AJE_196,Casualties,"Ahmed al-Jabari was assassinated in an Israeli air strike, resulting in his death, which is the most severe hardship mentioned in his story. His bodyguard and son were also killed in the same strike, further supporting the 'Casualties' label.",No,2012,14 November 2012,AJE,ID_Past Conflicts_AJE_196,Ahmed al-Jabari,Palestine,Military,Gaza,"{'Israel assassinated Ahmed al-Jabari, head of Hamas’ military wing, with an air strike on his car in Gaza'}"
769,IG_Hard_770 ID_Past Conflicts_AJE_197,Casualties,"Ahmad Jabari was killed in the air strikes, which is the most severe hardship mentioned in his story.",No,2012,14 November 2012,AJE,ID_Past Conflicts_AJE_197,Ahmad Jabari,Palestine,Military,Gaza,{'killing Ahmad Jabari'}
770,IG_Hard_771 ID_Past Conflicts_AJE_198,Casualties,"Ahmed al-Jabari was assassinated in an Israeli airstrike, resulting in his death, which is the most severe hardship mentioned in his story.",No,2012,14 November 2012,AJE,ID_Past Conflicts_AJE_198,Ahmed al-Jabari,Palestine,Military,Gaza,"{""Israel's began its air assault with the assassination of Ahmed al-Jabari, head of Hamas' military wing, while travelling in his car.""}"
771,IG_Hard_772 ID_Past Conflicts_AJE_198,Casualties,"Jabari's son was killed in the airstrike targeting Ahmed al-Jabari, which is the most severe hardship mentioned in his story.",No,2012,14 November 2012,AJE,ID_Past Conflicts_AJE_198,Jabari's son,Palestine,Civilian,Gaza,"{""Jabari's son was also killed in the strike.""}"
772,IG_Hard_773 ID_Past Conflicts_AJE_199,Casualties,"Ahmad Jabari is mentioned as having been killed in the Israeli attack, which is the most severe hardship in his story.",No,2012,14 November 2012,AJE,ID_Past Conflicts_AJE_199,Ahmad Jabari,Palestine,Military,Gaza,{'following the killing of Hamas’s Ahmad Jabari'}
773,IG_Hard_774 ID_Past Conflicts_AJE_202,Casualties,"Ahmad Jabari was killed in an aerial attack, which is the most severe hardship (death) mentioned in his story.",No,2012,15 November 2012,AJE,ID_Past Conflicts_AJE_202,Ahmad Jabari,Palestine,Military,Gaza,"{'an aerial attack that killed Ahmad Jabari, the Hamas military commander'}"
774,IG_Hard_775 ID_Past Conflicts_AJE_204,Casualties,"Yitzhak Rabin was murdered in a hail of bullets by a right-wing settler extremist, which is a clear case of casualties (death by violence).",No,2012,15 November 2012,AJE,ID_Past Conflicts_AJE_204,Yitzhak Rabin,Israel,Government,Israel,"{'Yitzhak Rabin, the Israeli leader who came closer than any in history to delivering the peace treaty, which dovish Israelis have sought for decades, was murdered in a hail of bullets by a right-wing settler extremist'}"
775,IG_Hard_776 ID_Past Conflicts_AJE_207,Casualties,"Ahmad Jabari was killed in an Israeli air strike, which is a clear case of casualties and is the most severe hardship mentioned in his story.",No,2012,15 November 2012,AJE,ID_Past Conflicts_AJE_207,Ahmad Jabari,Palestine,Military,Gaza,{'An Israeli air strike on a car in Gaza City has killed Hamas military commander Ahmad Jabari'}
776,IG_Hard_777 ID_Past Conflicts_AJE_207,Casualties,"The bodyguard was killed alongside Ahmad Jabari in an Israeli air strike, which is a case of casualties (death).",No,2012,15 November 2012,AJE,ID_Past Conflicts_AJE_207,bodyguard,Palestine,Military,Gaza,{'and his bodyguard'}
777,IG_Hard_778 ID_Past Conflicts_AJE_208,Casualties,"The story of the 13-year-old boy centers on his killing by the IDF while playing soccer, which is a clear case of casualties (death). No other hardship in his narrative is more severe than being killed.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_208,13-year-old boy,Palestine,Civilian,Gaza,{'when the IDF murdered a 13-year-old boy playing soccer'}
778,IG_Hard_779 ID_Past Conflicts_AJE_208,Casualties,"The story of the 'mentally unsound Palestinian man' is that he was murdered by the IDF, which is a clear case of casualties (death).",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_208,mentally unsound Palestinian man,Palestine,Civilian,Gaza,{'when the IDF murdered a mentally unsound Palestinian man'}
779,IG_Hard_780 ID_Past Conflicts_AJE_211,Casualties,"The story of 13-year-old Ahmed Abu Daqqa centers on his killing during an Israeli incursion, which is the most severe hardship described.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_211,13-year-old Ahmed Abu Daqqa,Palestine,Civilian,Gaza,"{'the violence started with the killing of 13-year-old Ahmed Abu Daqqa on November 8, following a brief Israeli incursion into Southeast Gaza.'}"
780,IG_Hard_781 ID_Past Conflicts_AJE_211,Casualties,"Ammar El Banna, his wife, children, and 16 other family members were injured with shrapnel due to an airstrike, which constitutes casualties. This is the most severe hardship in his story, surpassing property damage or displacement.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_211,Ammar El Banna,Palestine,Civilian,Gaza,"{'Ammar El Banna, inspected the shattered windows and dented body of his car. The night before, an Israeli F16 warplane bombed an abandoned house close by, reducing it to rubble and causing varying degrees of damage to every building on the block. El Banna, a 30-year-old public sector employee, his wife, two young children and 16 other members of his extended family were injured with shrapnel.'}"
781,IG_Hard_782 ID_Past Conflicts_AJE_211,Casualties,"Jihad Al Mashharrawi's story includes the killing of his 11-month-old son Omar, his sister-in-law, and his brother (Omar's uncle) due to a missile strike, which is the most severe hardship described.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_211,Jihad Al Mashharrawi,Palestine,Civilian,Gaza,"{'Jihad Al Mashharrawi, 27, a BBC cameraman, lives in a small house in southeast Gaza. He was at work when he heard of the death of his sister-in-law and his 11-month-old son Omar at their home.'}"
782,IG_Hard_783 ID_Past Conflicts_AJE_212,Casualties,"Amos's story includes his fear and anxiety due to rocket attacks, but also describes the broader context of rocket fire causing casualties, including three Israelis killed by a rocket and ongoing attacks in the area. Casualties is the most severe hardship mentioned in his narrative context.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_212,Amos,Israel,Civilian,Israel,"{'Amos, a 53-year-old mechanic from Sderot, says that he felt scared and anxious alone in his home with the siren going off.'}"
783,IG_Hard_784 ID_Past Conflicts_AJE_212,Casualties,"Bert Luski's story includes his experience of 'suffering 12 years' of rocket fire in Sderot, which implies ongoing exposure to life-threatening attacks and casualties in his community. This is the most severe hardship mentioned in his narrative.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_212,Bert Luski,Israel,Civilian,Israel,"{""Despite 'suffering 12 years' of rocket fire, Luski says he’s not scared and he won’t leave Sderot.""}"
784,IG_Hard_785 ID_Past Conflicts_AJE_212,Casualties,"Eli Chalilo's story includes mention of three Israelis killed by a rocket fired from Gaza near his home, which is the most severe hardship described in his narrative.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_212,Eli Chalilo,Israel,Civilian,Israel,"{""Eli Chalilo, a 38-year-old who emigrated from Uzbekistan with his parents when he was 18, says, 'Right now we feel fine, but this morning was a little stressful.'""}"
785,IG_Hard_786 ID_Past Conflicts_AJE_212,Vulnerable and Affected Groups,"Eli Pozielov and his children are experiencing psychological distress and fear due to the ongoing rocket attacks, making them a vulnerable and affected group. There are no casualties or more severe hardships directly mentioned in his story.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_212,Eli Pozielov,Israel,Civilian,Israel,"{'My kids are crying. They’re scared, I’m scared, I don’t know what to do, where to go.'}"
786,IG_Hard_787 ID_Past Conflicts_AJE_212,Casualties,"Esti and her children experienced direct danger from a missile strike, and her story also references ongoing suffering from rocket fire and mentions casualties (deaths) in both Israel and Gaza. The most severe hardship in her story is the loss of life (casualties) due to the conflict.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_212,Esti,Israel,Civilian,Israel,"{'Esti, a 31-year-old math teacher, was home with her children Thursday morning when a missile fired from Gaza hit Kiryat Gat. The bomb shelter attached to her building was locked, she says, so she and the children stood in the stairwell.'}"
787,IG_Hard_788 ID_Past Conflicts_AJE_213,Casualties,"Ahmad Jabari, Hamas’ military leader, was killed in an Israeli airstrike, which is the most severe hardship mentioned in his story.",No,2012,16 November 2012,AJE,ID_Past Conflicts_AJE_213,Ahmad Jabari,Palestine,Military,Gaza,"{'an Israeli airstrike killed Ahmad Jabari, Hamas’ military leader, on Wednesday.'}"
788,IG_Hard_789 ID_Past Conflicts_AJE_218,Casualties,"The story of the pregnant woman is that she was among the two dozen Palestinians killed, which is the most severe hardship mentioned.",No,2012,17 November 2012,AJE,ID_Past Conflicts_AJE_218,a pregnant woman,Palestine,Civilian,Gaza,{'So far around two dozen Palestinians have been killed including six children and a pregnant woman.'}
789,IG_Hard_790 ID_Past Conflicts_AJE_219,Casualties,"Elham Abu Hajjaj's story includes the killing of her parents in an Israeli strike, which is the most severe hardship (Casualties) mentioned in her narrative.",No,2012,17 November 2012,AJE,ID_Past Conflicts_AJE_219,Elham Abu Hajjaj,Palestine,Civilian,Gaza,{'Palestinian orphan Elham Abu Hajjaj is learning to cope with her loss after an Israeli strike killed her parents'}
790,IG_Hard_791 ID_Past Conflicts_AJE_219,"Deprivation, Malnutrition and Hunger","Wala’a Summour's story describes being sealed into her neighborhood due to constant air strikes, which prevents her and other medical staff from reaching hospitals. The broader context of her story includes severe shortages of medical supplies, expired medications, lack of fuel and electricity, and the inability to move freely, all of which point to deprivation as the most severe hardship experienced by her and those around her.",No,2012,17 November 2012,AJE,ID_Past Conflicts_AJE_219,Wala’a Summour,Palestine,Civilian,Gaza,"{'Wala’a Summour, a medical intern, said that she has been effectively sealed into her neighbourhood by the constant air strikes'}"
791,IG_Hard_792 ID_Past Conflicts_AJE_222,Casualties,"Ahmed Jabari was assassinated by an Israeli missile, which is a case of targeted killing and represents the most severe hardship in his story.",No,2012,18 November 2012,AJE,ID_Past Conflicts_AJE_222,Ahmed Jabari,Palestine,Military,Gaza,"{'the targeted killing by an Israeli missile of Ahmed Jabari, leader of the military wing of Hamas'}"
792,IG_Hard_793 ID_Past Conflicts_AJE_225,Casualties,"The story describes the killing of twelve Palestinians from one family in an Israeli air attack, which is the most severe hardship mentioned.",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_225,Twelve Palestinians from one family,Palestine,Civilian,Gaza,{'Twelve Palestinians from one family killed in Israeli rocket attack in single biggest loss of life since crisis began.'}
793,IG_Hard_794 ID_Past Conflicts_AJE_225,Health and Medical Conditions,"The most severe hardship in the journalist's story is the loss of a leg, which is a serious medical condition resulting from the air raid on the media office.",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_225,one journalist,Palestine,Civilian,Gaza,{'He said one journalist lost his leg.'}
794,IG_Hard_795 ID_Past Conflicts_AJE_228,Casualties,"The story mentions that the face of the occupation is stained with the blood of Palestinian children, specifically naming Omar Mashharawi, Ranan Arafat, Safaa Hammoudeh, and Mohamed Dardouna, indicating that these individuals were killed or severely harmed.",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_228,"Omar Mashharawi, Ranan Arafat, Safaa Hammoudeh, Mohamed Dardouna",Palestine,Civilian,Gaza,"{'A face that is stained with the blood of Palestinian children, Omar Mashharawi, Ranan Arafat, Safaa Hammoudeh, Mohamed Dardouna'}"
795,IG_Hard_796 ID_Past Conflicts_AJE_229,Casualties,"Ahmed Jabari was killed by Israel, which is a clear case of casualties and is the most severe hardship mentioned in his story.",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_229,Ahmed Jabari,Palestine,Military,Gaza,"{'Israel killed Ahmed Jabari, the leader of Hamas’ military wing, on Wednesday.'}"
796,IG_Hard_797 ID_Past Conflicts_AJE_231,Casualties,"The story of 'a child who was with them' includes the child being critically wounded in a missile strike that killed two men, making 'Casualties' the most severe hardship mentioned.",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_231,a child who was with them,Palestine,Civilian,Gaza,{'critically wounding a child who was with them'}
797,IG_Hard_798 ID_Past Conflicts_AJE_231,Casualties,"The story of 'one person' is that they were killed when a missile struck a car just north of Gaza City, which is a clear case of casualties and is the most severe hardship mentioned in their narrative.",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_231,one person,Palestine,Civilian,Gaza,{'one person was killed'}
798,IG_Hard_799 ID_Past Conflicts_AJE_231,Casualties,"The story explicitly states that two boys, aged two and four, and their parents were killed in Jabaliya refugee camp, which is a clear case of casualties (deaths).",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_231,"two boys, aged two and four, and their parents",Palestine,Civilian,Gaza,"{'two boys, aged two and four, and their parents were killed in Jabaliya refugee camp late in the evening'}"
799,IG_Hard_800 ID_Past Conflicts_AJE_231,Casualties,The story of the 'two men' is that they were killed when a missile hit a motorcycle east of Khan Yunis in southern Gaza. Death is the most severe hardship described.,No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_231,two men,Palestine,Civilian,Gaza,"{'a missile hit a motorcycle east of Khan Yunis in southern Gaza, killing two men'}"
800,IG_Hard_801 ID_Past Conflicts_AJE_232,Casualties,"Hamdi al-Falah, a 17-year-old, was shot four times by Israeli troops and his injuries are described in detail, indicating a severe casualty. No other more severe hardship is mentioned in his story.",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_232,Hamdi al-Falah,Palestine,Civilian,West Bank,"{'Hamdi al-Falah, 17 years old, was shot four times by Israeli troops'}"
801,IG_Hard_802 ID_Past Conflicts_AJE_232,Other Hardship,"Issam al-Safadi's story describes an incident where settlers attempted to enter a mosque, burned the door, and set fire to a carpet. While this is a serious act of vandalism and intimidation, it does not involve casualties, displacement, or other more severe hardships listed. Thus, 'Other Hardship' is the most appropriate label.",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_232,Issam al-Safadi,Palestine,Civilian,West Bank,"{'Issam al-Safadi, an Orif resident, told Reuters news agency. ""When we came to the mosque we found the door was burnt, they\'d tried to enter but the door was shut and here they have burnt the carpet.""'}"
802,IG_Hard_803 ID_Past Conflicts_AJE_232,Casualties,"Rushdi al-Tamimi died from wounds sustained after being shot with a live bullet during a demonstration, which is a clear case of casualties (death).",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_232,Rushdi al-Tamimi,Palestine,Government,West Bank,"{'Rushdi al-Tamimi, a Palestinian police officer, died of wounds sustained two days earlier in Nabi Saleh'}"
803,IG_Hard_804 ID_Past Conflicts_AJE_233,Casualties,"The story of the child includes being critically wounded in a missile strike, and also mentions multiple deaths and injuries of civilians, including children, in the same context. The most severe hardship is casualties (deaths and critical injuries).",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_233,a child,Palestine,Civilian,Gaza,{'critically wounding a child who was with them'}
804,IG_Hard_805 ID_Past Conflicts_AJE_234,Casualties,"Sage and his family are enduring bombardment, sleepless nights, and fear for their lives, while friends nearby are being killed by missiles. The most severe hardship in Sage's story is the casualties (deaths) of friends and others due to the ongoing assault.",No,2012,19 November 2012,AJE,ID_Past Conflicts_AJE_234,Sage,Palestine,Civilian,Gaza,"{'My friend Sage explains to me his family’s decision to gather in his grandparent’s house in the Gaza City neighbourhood of Tel al-Hawa to wait out the invasion, a choice made out of pure speculation as to the safest area and one that could mean the difference between life and death'}"
805,IG_Hard_806 ID_Past Conflicts_AJE_235,Casualties,"Yitzhak Amsalem is identified as one of the victims killed by a Palestinian rocket strike in Qiryat Malachi, which is the most severe hardship described in his story.",No,2012,20 November 2012,AJE,ID_Past Conflicts_AJE_235,Yitzhak Amsalem,Israel,Civilian,Israel,"{'one of the victims, Yitzhak Amsalem, stood by his window to watch the incoming fire'}"
806,IG_Hard_807 ID_Past Conflicts_AJE_235,Casualties,"The pregnant 26-year-old mother of three was killed by a Palestinian rocket strike, which is the most severe hardship (death) mentioned in her story.",No,2012,20 November 2012,AJE,ID_Past Conflicts_AJE_235,pregnant 26-year-old mother of three,Israel,Civilian,Israel,{'including a pregnant 26-year-old mother of three'}
807,IG_Hard_808 ID_Past Conflicts_AJE_240,Casualties,"Mahmud Hams' story includes his own experience of being in a building damaged by an airstrike, but more severe hardships are mentioned in his narrative, such as the killing of two brothers in Rafah and multiple other deaths from airstrikes. Therefore, 'Casualties' is the most severe hardship in his story.",No,2012,20 November 2012,AJE,ID_Past Conflicts_AJE_240,Mahmud Hams,Palestine,Civilian,Gaza,"{'I was in the office with a fixer and suddenly we heard an explosion,"" said Mahmud Hams, an AFP photographer, adding that the explosion shook the building'}"
808,IG_Hard_809 ID_Past Conflicts_AJE_242,Imprisonment and Detention,"Hazem Abu Helal was detained and taken for questioning by Palestinian security forces after a protest, which is an instance of imprisonment and detention. Other hardships in his story (tear-gas exposure, political frustration) are less severe than detention.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_242,Hazem Abu Helal,Palestine,Civilian,West Bank,"{'Hazem Abu Helal was detained and taken for questioning by Palestinian security forces last week, after a protest flared outside an Israeli settlement and military base in Beit El, near Ramallah.'}"
809,IG_Hard_810 ID_Past Conflicts_AJE_242,Imprisonment and Detention,"Marwan Barghouti is described as currently being in an Israeli prison serving a life-sentence for murder, which is the most severe hardship in his story.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_242,Marwan Barghouti,Palestine,Civilian,Israel,"{'Even one of the president’s Fatah allies, Marwan Barghouti – currently in an Israeli prison serving a life-sentence for murder – has called on Abbas to head to Gaza immediately to demonstrate “steadfastness and resistance”.'}"
810,IG_Hard_811 ID_Past Conflicts_AJE_242,Other Hardship,"Nour Hamayel's story centers on political frustration and disillusionment with the Palestinian Authority and the UN bid, but does not mention direct physical harm, casualties, or severe deprivation.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_242,"Nour Hamayel, a 19-year-old from the city of El-Bireh",Palestine,Civilian,West Bank,"{'Nour Hamayel, a 19-year-old from the city of El-Bireh, expressed similar sentiments.'}"
811,IG_Hard_812 ID_Past Conflicts_AJE_243,Casualties,"The story of the 7-year-old child centers on him carrying his 2-year-old brother after their parents were killed by Israel, which is a direct mention of casualties (the killing of the parents).",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_243,7-year-old child,Palestine,Civilian,Gaza,{'when a 7-year-old child carries his 2-year-old brother after their parents were killed by Israel'}
812,IG_Hard_813 ID_Past Conflicts_AJE_243,Casualties,"The most severe hardship in Matar's story is the brutal assassination of the original 19-year-old Matar by Israeli forces, which is a case of casualties.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_243,Matar (son of Abu Atta family),Palestine,Civilian,Gaza,"{'the Abu Atta family witnessed their son Matar die and live again in less than two hours. Shocked at the brutal assassination of her 19-year-old son by the Israeli forces, his pregnant mother went into labour early, giving birth to a son she would now name Matar.'}"
813,IG_Hard_814 ID_Past Conflicts_AJE_243,Casualties,"The story of Suhaib and Mohammed (twin brothers) describes their deaths, along with their parents, as a result of an Israeli missile strike. Death is the most severe hardship mentioned in their narrative.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_243,Suhaib and Mohammed (twin brothers),Palestine,Civilian,Gaza,"{'Two-year-old twin brothers Suhaib and Mohammed were killed, along with their parents Amna and Fuad.'}"
814,IG_Hard_815 ID_Past Conflicts_AJE_243,Casualties,"Yasmeen Elkhoudary's story includes direct references to the killing of civilians, including children and families, due to Israeli military offensives in Gaza. The most severe hardship described is the death of numerous individuals, including the al-Dalu and Hijazi families, as well as children and parents, making 'Casualties' the most appropriate label.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_243,Yasmeen Elkhoudary,Palestine,Civilian,Gaza,"{'Our house started shaking as I was in the middle of writing this article. After it stopped shaking, an Israeli missile hit a target elsewhere in the city.'}"
815,IG_Hard_816 ID_Past Conflicts_AJE_243,Casualties,"The most severe hardship in the baby boy's story is the death of his 8-year-old sister, as referenced by the phrase 'the baby boy trying to play with his dead sister.' This represents a clear case of casualties, which is more severe than the emotional trauma experienced by the baby boy.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_243,baby boy [trying to play with his dead sister],Palestine,Civilian,Gaza,{'the baby boy trying to play with his dead sister'}
816,IG_Hard_817 ID_Past Conflicts_AJE_243,Casualties,"The story of the one-year-old baby includes the death of his 8-year-old sister, which is a clear case of casualties and is the most severe hardship mentioned in the narrative.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_243,one-year-old baby,Palestine,Civilian,Gaza,{'a one-year-old baby tries to play with his dead 8-year-old sister'}
817,IG_Hard_818 ID_Past Conflicts_AJE_243,Casualties,"The orphaned boy's story includes the death of his parents, and he is left to care for his baby brother. The most severe hardship in his narrative is the killing of his parents, which constitutes casualties.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_243,orphaned boy,Palestine,Civilian,Gaza,{'the orphaned boy carrying his baby brother'}
818,IG_Hard_819 ID_Past Conflicts_AJE_245,Casualties,"The story of the 23-year-old mentally disabled man centers on his killing by Israeli forces, which is the most severe hardship described.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_245,23-year-old mentally disabled man,Palestine,Civilian,Gaza,{'the November 5 killing of a 23-year-old mentally disabled man who strayed too close to the border fence'}
819,IG_Hard_820 ID_Past Conflicts_AJE_245,Casualties,"The story of 'one boy' includes his killing while playing football, which is a case of casualties and is the most severe hardship mentioned.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_245,one boy,Palestine,Civilian,Gaza,{'at least one boy killed while playing football five days later'}
820,IG_Hard_821 ID_Past Conflicts_AJE_249,Casualties,"The story of 'a family of three' is that they were killed in their home by Hamas, which is a case of casualties and is the most severe hardship mentioned in their narrative.",No,2012,21 November 2012,AJE,ID_Past Conflicts_AJE_249,a family of three,Israel,Civilian,Israel,"{'Hamas has now succeeded in killing a family of three in their home. Targeting civilians, such as that family, is a calculated Hamas policy designed to sow terror among the Israeli population.'}"
821,IG_Hard_822 ID_Past Conflicts_AJE_251,Displacement and Refugees,"The story mentions Palestinian families crammed into a few rooms in one of the territory’s many refugee camps, indicating displacement and refugee status as the most severe hardship.",No,2012,22 November 2012,AJE,ID_Past Conflicts_AJE_251,Palestinian family with nine children,Palestine,Civilian,Gaza,{'I’d often finish work and head to a friend’s house to spend time with a Palestinian family with nine children.'}
822,IG_Hard_823 ID_Past Conflicts_AJE_252,Casualties,"Mishal Seiler is mentioned as an office worker near the site of the bus bombing in Tel Aviv, which wounded more than two dozen Israelis, including three with serious shrapnel wounds. The most severe hardship in Mishal Seiler's story is the casualties resulting from the bombing.",No,2012,22 November 2012,AJE,ID_Past Conflicts_AJE_252,Mishal Seiler,Israel,Civilian,Israel,"{""'In any other country they would have wiped out Gaza already,' said Mishal Seiler, an office worker near the site of the bombing.""}"
823,IG_Hard_824 ID_Past Conflicts_AJE_252,Casualties,"Ori Dayan's story is connected to the Tel Aviv bus bombing, which wounded more than two dozen Israelis, including three with serious shrapnel wounds. This represents the most severe hardship in his narrative.",No,2012,22 November 2012,AJE,ID_Past Conflicts_AJE_252,Ori Dayan,Israel,Civilian,Israel,"{""'It’s necessary. Hamas doesn’t stop until it feels that pressure,' said Ori Dayan, a Tel Aviv resident, referring to the bombing campaign. 'We don’t have any choice. It won’t stop until the Israeli army’s hands are around its neck.'""}"
824,IG_Hard_825 ID_Past Conflicts_AJE_252,Casualties,"Poli Grishanov's story is directly connected to the Tel Aviv bus bombing, which wounded more than two dozen Israelis, including three with serious shrapnel wounds. Casualties is the most severe hardship mentioned in his narrative.",No,2012,22 November 2012,AJE,ID_Past Conflicts_AJE_252,Poli Grishanov,Israel,Civilian,Israel,"{""'This is our reality,' said Poli Grishanov, an X-ray technician sipping a coffee some 200 metres down the road from the site of the explosion.""}"
825,IG_Hard_826 ID_Past Conflicts_BBC_193,Casualties,"Ahmed Said Khalil al-Jabari was killed during a series of Israeli air strikes, which is the most severe hardship (Casualties) mentioned in his story.",No,2012,14 November 2012,BBC,ID_Past Conflicts_BBC_193,Ahmed Said Khalil al-Jabari,Palestine,Military,Gaza,{'Ahmed Said Khalil al-Jabari ... has been killed during a series of Israeli air strikes in the Gaza Strip.'}
826,IG_Hard_827 ID_Past Conflicts_BBC_193,Casualties,"Sheikh Ahmed Yassin is mentioned as a senior Hamas figure who was killed by Israel in a similar operation in 2004, which is a case of casualties (death).",No,2012,14 November 2012,BBC,ID_Past Conflicts_BBC_193,Sheikh Ahmed Yassin,Palestine,Military,Gaza,"{""including the movement's founder, Sheikh Ahmed Yassin, in 2004.""}"
827,IG_Hard_828 ID_Past Conflicts_BBC_193,Casualties,"The story of 'another Hamas official' includes their death in an Israeli air strike, which is the most severe hardship mentioned.",No,2012,14 November 2012,BBC,ID_Past Conflicts_BBC_193,another Hamas official,Palestine,Military,Gaza,{'Ahmed Said Khalil al-Jabari and another Hamas official died when the car they were travelling in was hit in Gaza City.'}
